Execuções;População Inicial;Veiculos Usados Melhor Rota;Veiculos Usados Pior Rota;Número máximo veículos;Fator mutação(0-100%);Máximo gerações;Qtd Melhores;Qtd Piores;Aptidão Média;Aptidão Melhor Cromossomo;Rota Melhor Cromossomo(qtd->idCidade);Aptidão Pior Cromossomo;Rota Pior Cromossomo(qtd->idCidade)
30;200;5;5;5;6;80;2;1;2407.7441154583626;2224.081955111337;[[0->1, 27->34, 15->20, 19->35, 16->40, 28->65, 10->69, 27->47, 14->38, 6->74, 33->41, 17->28, 12->52, 22->54, 20->49, 18->44, 18->2, 25->32, 16->55, 15->62, 15->42, 21->6, 37->12, 26->57, 0->1], [0->1, 10->75, 14->58, 21->46, 11->71, 13->61, 19->48, 12->23, 14->26, 20->76, 8->70, 12->37, 8->16, 13->30, 30->5, 11->4, 28->22, 29->29, 1->73, 18->63, 10->36, 15->8, 19->53, 3->72, 0->1], [0->1, 30->68, 22->31, 21->59, 11->64, 22->21, 24->39, 6->24, 26->11, 18->27, 7->56, 12->14, 13->19, 26->3, 17->45, 29->10, 20->18, 16->9, 37->67, 24->60, 27->25, 5->50, 19->7, 22->51, 0->1], [0->1, 28->33, 9->66, 0->1], [19->17, 11->43, 31->15, 16->13]];2525.010370413379;[[0->1, 16->9, 24->39, 27->47, 19->35, 28->33, 31->15, 22->21, 26->57, 18->2, 27->25, 15->42, 12->52, 3->72, 28->65, 13->61, 7->56, 14->26, 37->67, 33->41, 13->19, 17->45, 16->40, 6->24, 0->1], [0->1, 11->4, 14->58, 20->76, 11->64, 22->51, 15->62, 10->75, 19->53, 22->54, 9->66, 22->31, 10->69, 6->74, 13->30, 12->37, 19->7, 29->29, 16->13, 12->14, 8->70, 15->8, 19->17, 24->60, 0->1], [0->1, 28->22, 17->28, 30->68, 10->36, 11->71, 27->34, 1->73, 11->43, 18->44, 12->23, 14->38, 21->59, 18->63, 19->48, 37->12, 25->32, 21->46, 16->55, 20->49, 26->3, 20->18, 5->50, 18->27, 0->1], [0->1, 15->20, 8->16, 0->1], [26->11, 29->10, 30->5, 21->6]]
30;460;5;5;5;26;220;2;1;2343.065955163207;2239.0817188419524;[[0->1, 29->29, 30->5, 14->38, 26->11, 6->24, 10->69, 16->55, 22->21, 22->51, 25->32, 37->12, 26->57, 11->64, 22->54, 17->45, 28->65, 8->70, 11->71, 11->43, 21->6, 8->16, 12->23, 19->17, 0->1], [0->1, 10->36, 16->9, 28->22, 27->34, 19->35, 15->20, 27->25, 15->42, 33->41, 17->28, 18->63, 14->26, 14->58, 30->68, 7->56, 24->60, 11->4, 29->10, 20->49, 26->3, 15->62, 13->19, 1->73, 0->1], [0->1, 12->52, 21->46, 5->50, 6->74, 18->27, 20->76, 18->2, 18->44, 19->48, 12->37, 24->39, 31->15, 3->72, 27->47, 37->67, 16->13, 10->75, 15->8, 21->59, 16->40, 13->30, 13->61, 28->33, 0->1], [0->1, 19->53, 12->14, 0->1], [22->31, 9->66, 20->18, 19->7]];2447.786233304658;[[0->1, 13->19, 12->37, 26->57, 14->26, 30->68, 24->60, 22->21, 13->61, 28->65, 11->43, 18->44, 11->71, 15->62, 25->32, 8->70, 9->66, 15->42, 20->76, 18->27, 3->72, 14->38, 7->56, 37->67, 0->1], [0->1, 19->48, 12->23, 18->2, 21->6, 29->10, 28->33, 22->54, 8->16, 37->12, 31->15, 12->14, 16->55, 28->22, 16->40, 14->58, 5->50, 15->20, 6->24, 11->64, 24->39, 29->29, 26->11, 22->51, 0->1], [0->1, 22->31, 10->69, 27->34, 15->8, 6->74, 21->46, 16->9, 19->53, 17->28, 11->4, 19->17, 13->30, 27->47, 16->13, 21->59, 30->5, 26->3, 19->35, 19->7, 10->36, 20->18, 12->52, 33->41, 0->1], [0->1, 1->73, 20->49, 0->1], [27->25, 18->63, 10->75, 17->45]]
30;360;5;5;5;21;170;2;1;2353.6341241650143;2247.9594810810718;[[0->1, 9->66, 15->62, 12->52, 13->61, 11->43, 10->75, 10->69, 8->70, 13->30, 11->71, 11->4, 14->58, 8->16, 14->38, 14->26, 12->37, 15->8, 12->23, 15->42, 11->64, 10->36, 12->14, 7->56, 0->1], [0->1, 29->29, 25->32, 24->39, 28->22, 24->60, 37->67, 27->34, 22->54, 30->5, 27->25, 28->33, 27->47, 26->11, 30->68, 1->73, 37->12, 26->57, 28->65, 33->41, 31->15, 3->72, 29->10, 26->3, 0->1], [0->1, 19->17, 22->51, 16->40, 18->27, 19->35, 18->63, 21->6, 16->9, 20->18, 19->53, 18->44, 16->55, 19->7, 21->46, 18->2, 20->49, 19->48, 22->31, 21->59, 17->45, 20->76, 16->13, 17->28, 0->1], [0->1, 6->74, 5->50, 0->1], [13->19, 22->21, 15->20, 6->24]];2442.154831538738;[[0->1, 5->50, 1->73, 17->28, 28->22, 11->71, 20->18, 18->63, 16->9, 14->58, 25->32, 16->40, 37->67, 22->54, 26->11, 8->70, 15->8, 13->61, 37->12, 12->52, 13->19, 20->76, 10->36, 28->33, 0->1], [0->1, 30->68, 6->74, 8->16, 9->66, 26->57, 16->13, 19->7, 10->75, 26->3, 15->20, 10->69, 21->59, 11->4, 18->44, 15->42, 12->14, 29->10, 14->38, 6->24, 14->26, 19->48, 18->2, 31->15, 0->1], [0->1, 19->17, 22->31, 12->37, 27->34, 13->30, 21->6, 28->65, 33->41, 11->64, 7->56, 20->49, 29->29, 22->51, 27->47, 24->39, 27->25, 11->43, 19->53, 19->35, 16->55, 24->60, 22->21, 15->62, 0->1], [0->1, 12->23, 18->27, 0->1], [30->5, 21->46, 3->72, 17->45]]
30;420;5;5;5;21;190;2;1;2352.233007351892;2248.1018324753027;[[0->1, 24->60, 11->64, 16->40, 21->46, 28->65, 6->74, 16->55, 26->3, 11->43, 37->12, 7->56, 15->8, 3->72, 22->51, 28->33, 14->26, 19->7, 18->44, 22->21, 16->9, 20->49, 22->31, 11->71, 0->1], [0->1, 21->6, 33->41, 10->69, 21->59, 31->15, 19->35, 1->73, 9->66, 25->32, 26->57, 30->5, 30->68, 15->62, 13->61, 14->58, 29->10, 17->45, 18->63, 29->29, 12->37, 11->4, 26->11, 18->2, 0->1], [0->1, 15->20, 17->28, 8->16, 10->36, 28->22, 12->14, 14->38, 16->13, 20->18, 13->30, 18->27, 19->17, 20->76, 19->48, 8->70, 27->47, 19->53, 13->19, 10->75, 24->39, 5->50, 27->25, 12->52, 0->1], [0->1, 15->42, 27->34, 0->1], [12->23, 6->24, 37->67, 22->54]];2445.2329446372432;[[0->1, 27->47, 11->64, 14->38, 20->18, 9->66, 15->42, 26->11, 16->40, 11->43, 7->56, 19->53, 1->73, 19->7, 11->4, 29->29, 15->62, 19->17, 16->9, 16->13, 13->19, 12->14, 6->24, 10->69, 0->1], [0->1, 29->10, 12->52, 24->39, 10->36, 5->50, 20->76, 16->55, 37->67, 18->63, 22->54, 27->25, 20->49, 37->12, 19->35, 15->20, 21->46, 30->5, 8->16, 18->2, 22->51, 28->33, 33->41, 28->65, 0->1], [0->1, 10->75, 13->30, 6->74, 12->23, 8->70, 22->21, 22->31, 17->45, 13->61, 28->22, 27->34, 17->28, 26->3, 3->72, 18->27, 24->60, 19->48, 15->8, 21->6, 21->59, 31->15, 11->71, 30->68, 0->1], [0->1, 14->58, 18->44, 0->1], [12->37, 26->57, 25->32, 14->26]]
30;220;5;5;5;6;80;2;1;2389.632429521054;2249.4657802699303;[[0->1, 28->33, 7->56, 16->13, 27->25, 18->2, 15->20, 21->6, 9->66, 25->32, 15->8, 31->15, 21->59, 30->68, 19->35, 29->10, 22->54, 29->29, 15->42, 10->36, 14->26, 26->11, 26->57, 13->19, 0->1], [0->1, 26->3, 13->61, 12->23, 13->30, 17->45, 22->21, 11->64, 20->18, 24->60, 3->72, 37->12, 18->44, 8->16, 6->74, 20->76, 8->70, 10->69, 5->50, 6->24, 16->55, 21->46, 22->51, 19->7, 0->1], [0->1, 15->62, 17->28, 27->34, 12->37, 1->73, 20->49, 11->4, 28->65, 27->47, 10->75, 18->27, 16->40, 19->17, 30->5, 24->39, 18->63, 28->22, 12->14, 19->48, 22->31, 14->58, 33->41, 11->71, 0->1], [0->1, 12->52, 14->38, 0->1], [11->43, 37->67, 19->53, 16->9]];2537.924963255625;[[0->1, 11->43, 22->54, 25->32, 18->44, 10->69, 13->61, 15->8, 14->58, 21->6, 15->62, 6->74, 16->40, 31->15, 24->39, 11->4, 8->70, 20->49, 13->30, 24->60, 27->47, 26->3, 28->65, 29->29, 0->1], [0->1, 12->23, 12->52, 18->27, 19->35, 13->19, 22->21, 14->26, 17->28, 14->38, 20->76, 19->7, 30->5, 37->12, 10->75, 15->42, 16->55, 30->68, 1->73, 11->71, 37->67, 19->48, 12->14, 19->17, 0->1], [0->1, 21->46, 26->57, 16->9, 28->22, 27->34, 28->33, 29->10, 6->24, 22->51, 18->2, 8->16, 21->59, 17->45, 19->53, 20->18, 3->72, 10->36, 11->64, 9->66, 33->41, 27->25, 12->37, 22->31, 0->1], [0->1, 26->11, 16->13, 0->1], [7->56, 18->63, 15->20, 5->50]]
30;540;5;5;5;26;250;2;1;2340.2407340637187;2249.868582734562;[[0->1, 31->15, 6->74, 11->4, 11->64, 10->75, 8->16, 33->41, 10->36, 30->5, 37->12, 7->56, 1->73, 6->24, 37->67, 30->68, 11->71, 8->70, 11->43, 5->50, 29->10, 10->69, 3->72, 29->29, 0->1], [0->1, 12->37, 15->8, 16->55, 15->62, 18->27, 14->58, 16->13, 13->19, 18->44, 13->30, 15->42, 12->52, 18->63, 12->14, 15->20, 17->28, 13->61, 12->23, 17->45, 16->40, 14->38, 16->9, 18->2, 0->1], [0->1, 22->51, 26->11, 27->25, 21->46, 21->6, 20->18, 19->35, 21->59, 22->54, 25->32, 19->7, 20->49, 19->17, 26->57, 20->76, 22->31, 26->3, 22->21, 19->53, 27->47, 24->60, 24->39, 19->48, 0->1], [0->1, 28->33, 28->65, 0->1], [9->66, 14->26, 27->34, 28->22]];2457.1091389584244;[[0->1, 11->71, 11->64, 11->4, 6->24, 5->50, 9->66, 3->72, 8->70, 31->15, 10->69, 37->12, 33->41, 12->52, 1->73, 12->23, 11->43, 7->56, 10->75, 10->36, 6->74, 30->68, 12->14, 37->67, 0->1], [0->1, 15->62, 16->40, 15->8, 14->38, 16->9, 13->30, 18->44, 14->58, 19->35, 12->37, 15->20, 17->45, 13->19, 16->55, 16->13, 15->42, 17->28, 19->53, 19->48, 18->63, 18->2, 13->61, 18->27, 0->1], [0->1, 24->39, 22->51, 21->46, 21->6, 27->34, 27->47, 26->57, 26->3, 27->25, 30->5, 24->60, 28->33, 22->31, 28->65, 28->22, 26->11, 22->54, 22->21, 21->59, 25->32, 29->10, 20->76, 29->29, 0->1], [0->1, 19->7, 20->18, 0->1], [8->16, 20->49, 14->26, 19->17]]
30;280;5;5;5;6;110;2;1;2379.813773971344;2253.061665943115;[[0->1, 10->75, 3->72, 26->3, 22->51, 14->26, 19->48, 12->14, 6->24, 19->53, 31->15, 21->6, 6->74, 13->19, 26->57, 16->55, 21->46, 11->4, 20->49, 18->2, 18->27, 28->65, 16->9, 11->43, 0->1], [0->1, 24->60, 33->41, 29->10, 8->16, 12->23, 30->5, 22->21, 15->62, 29->29, 17->28, 10->36, 12->37, 12->52, 1->73, 14->58, 25->32, 13->30, 20->76, 22->31, 37->12, 22->54, 20->18, 11->71, 0->1], [0->1, 10->69, 27->47, 15->42, 21->59, 26->11, 17->45, 16->40, 27->34, 18->63, 5->50, 18->44, 27->25, 28->33, 8->70, 9->66, 24->39, 15->20, 16->13, 19->7, 28->22, 11->64, 19->35, 37->67, 0->1], [0->1, 14->38, 30->68, 0->1], [19->17, 13->61, 7->56, 15->8]];2522.304036195986;[[0->1, 8->70, 37->12, 6->74, 30->5, 7->56, 28->65, 29->29, 30->68, 27->25, 1->73, 6->24, 27->34, 8->16, 28->22, 10->36, 37->67, 28->33, 5->50, 29->10, 9->66, 3->72, 31->15, 10->69, 0->1], [0->1, 16->40, 12->52, 11->71, 13->61, 15->20, 16->55, 11->64, 12->37, 17->28, 15->8, 16->9, 11->43, 10->75, 15->42, 13->30, 16->13, 12->23, 12->14, 14->26, 11->4, 14->38, 13->19, 15->62, 0->1], [0->1, 18->63, 20->49, 21->6, 19->48, 20->76, 25->32, 26->3, 21->46, 26->11, 27->47, 22->54, 19->53, 21->59, 19->17, 18->44, 19->35, 19->7, 22->21, 22->51, 20->18, 26->57, 24->39, 22->31, 0->1], [0->1, 18->27, 17->45, 0->1], [33->41, 24->60, 14->58, 18->2]]
30;180;5;5;5;1;70;2;1;2408.725406134073;2268.871496625016;[[0->1, 11->71, 10->75, 37->12, 11->43, 1->73, 6->24, 8->70, 12->52, 11->64, 3->72, 12->23, 7->56, 37->67, 9->66, 12->37, 6->74, 10->36, 12->14, 13->30, 11->4, 10->69, 5->50, 8->16, 0->1], [0->1, 28->22, 30->68, 22->21, 31->15, 28->33, 33->41, 21->59, 29->29, 30->5, 27->47, 22->51, 29->10, 26->11, 22->31, 24->39, 26->57, 26->3, 27->34, 27->25, 25->32, 28->65, 24->60, 22->54, 0->1], [0->1, 19->35, 14->26, 16->40, 18->27, 14->38, 19->7, 19->48, 15->20, 16->55, 13->19, 19->53, 15->62, 20->76, 16->13, 18->44, 18->2, 14->58, 15->42, 17->45, 19->17, 17->28, 15->8, 18->63, 0->1], [0->1, 20->49, 21->6, 0->1], [13->61, 16->9, 21->46, 20->18]];2553.0876101194376;[[0->1, 8->70, 25->32, 11->71, 7->56, 3->72, 24->60, 14->38, 12->23, 15->62, 26->57, 11->43, 22->21, 18->44, 12->37, 27->25, 13->19, 37->67, 15->42, 9->66, 13->61, 6->24, 28->65, 14->26, 0->1], [0->1, 12->14, 26->11, 29->10, 19->48, 22->51, 18->2, 11->64, 8->16, 24->39, 15->20, 21->6, 28->33, 14->58, 22->54, 28->22, 29->29, 18->63, 5->50, 16->55, 31->15, 16->40, 37->12, 6->74, 0->1], [0->1, 16->9, 16->13, 12->52, 19->53, 30->5, 19->35, 11->4, 33->41, 18->27, 22->31, 19->17, 20->18, 27->34, 21->46, 26->3, 13->30, 15->8, 17->28, 19->7, 21->59, 10->69, 10->36, 27->47, 0->1], [0->1, 20->49, 17->45, 0->1], [20->76, 1->73, 30->68, 10->75]]
30;340;5;5;5;21;150;2;1;2355.561646234404;2270.9887881528916;[[0->1, 29->29, 28->33, 26->11, 28->22, 27->34, 22->51, 22->31, 26->3, 21->46, 29->10, 25->32, 24->60, 31->15, 30->5, 21->6, 27->47, 26->57, 22->21, 24->39, 22->54, 30->68, 27->25, 28->65, 0->1], [0->1, 14->38, 13->30, 11->43, 8->70, 7->56, 9->66, 12->23, 8->16, 6->74, 11->71, 12->14, 12->37, 13->19, 6->24, 13->61, 11->64, 1->73, 5->50, 3->72, 12->52, 10->75, 10->69, 10->36, 0->1], [0->1, 16->13, 16->55, 19->53, 19->35, 17->28, 19->7, 20->18, 19->48, 16->40, 15->42, 15->8, 19->17, 17->45, 16->9, 20->76, 15->62, 20->49, 18->2, 18->44, 15->20, 18->63, 18->27, 14->26, 0->1], [0->1, 37->12, 33->41, 0->1], [21->59, 11->4, 14->58, 37->67]];2448.3529608906315;[[0->1, 12->52, 14->38, 14->58, 11->4, 11->71, 7->56, 12->23, 12->14, 13->30, 10->36, 10->69, 8->70, 10->75, 13->61, 8->16, 11->43, 9->66, 14->26, 5->50, 11->64, 12->37, 6->74, 13->19, 0->1], [0->1, 26->11, 29->10, 3->72, 27->47, 30->5, 27->25, 29->29, 28->33, 37->67, 28->22, 30->68, 28->65, 24->60, 33->41, 37->12, 27->34, 26->3, 1->73, 22->31, 24->39, 26->57, 25->32, 31->15, 0->1], [0->1, 16->13, 21->6, 20->76, 22->54, 19->35, 18->63, 22->21, 21->46, 20->18, 19->17, 16->55, 17->28, 19->7, 16->40, 20->49, 17->45, 18->2, 18->44, 19->48, 18->27, 19->53, 21->59, 16->9, 0->1], [0->1, 15->20, 15->8, 0->1], [6->24, 15->62, 22->51, 15->42]]
30;280;5;5;5;11;120;2;1;2373.981295110788;2278.766765496421;[[0->1, 30->5, 31->15, 14->38, 28->65, 13->19, 16->55, 8->16, 27->47, 18->2, 10->69, 17->28, 19->7, 15->8, 9->66, 20->49, 6->74, 13->30, 37->12, 12->23, 10->75, 14->58, 29->10, 28->22, 0->1], [0->1, 15->62, 30->68, 8->70, 3->72, 12->37, 14->26, 22->31, 24->60, 19->17, 12->14, 12->52, 19->53, 26->3, 27->34, 17->45, 11->71, 13->61, 19->48, 33->41, 37->67, 11->4, 22->21, 22->51, 0->1], [0->1, 20->76, 7->56, 27->25, 11->43, 19->35, 16->13, 6->24, 20->18, 11->64, 25->32, 1->73, 26->11, 22->54, 15->42, 28->33, 26->57, 10->36, 21->46, 15->20, 16->40, 24->39, 29->29, 16->9, 0->1], [0->1, 18->63, 5->50, 0->1], [18->44, 18->27, 21->6, 21->59]];2506.523877099235;[[0->1, 13->19, 37->12, 37->67, 18->44, 14->58, 16->55, 19->48, 12->37, 14->38, 24->39, 22->21, 11->43, 31->15, 28->22, 12->23, 27->25, 5->50, 14->26, 6->24, 15->62, 15->42, 9->66, 8->16, 0->1], [0->1, 19->17, 21->59, 13->30, 27->34, 16->40, 10->75, 11->4, 15->20, 6->74, 17->45, 20->49, 21->6, 28->33, 29->29, 26->11, 18->2, 29->10, 10->36, 22->54, 1->73, 17->28, 18->63, 11->64, 0->1], [0->1, 16->9, 26->3, 30->68, 27->47, 33->41, 11->71, 21->46, 20->18, 19->7, 15->8, 22->31, 16->13, 30->5, 19->35, 13->61, 18->27, 7->56, 10->69, 19->53, 3->72, 28->65, 20->76, 24->60, 0->1], [0->1, 25->32, 8->70, 0->1], [22->51, 12->52, 12->14, 26->57]]
30;240;5;5;5;6;90;2;1;2384.7956540568875;2282.8830063896107;[[0->1, 11->4, 10->75, 8->16, 30->68, 37->67, 10->36, 5->50, 33->41, 6->74, 37->12, 3->72, 7->56, 11->43, 30->5, 11->64, 31->15, 29->10, 12->52, 1->73, 11->71, 6->24, 8->70, 10->69, 0->1], [0->1, 21->6, 28->33, 22->31, 26->3, 28->65, 25->32, 20->49, 27->47, 24->39, 21->46, 22->21, 20->18, 24->60, 21->59, 26->11, 27->34, 26->57, 22->51, 20->76, 29->29, 28->22, 27->25, 22->54, 0->1], [0->1, 19->7, 14->58, 16->55, 15->8, 18->27, 13->30, 19->17, 16->40, 17->45, 18->2, 15->42, 15->62, 13->61, 14->26, 16->13, 18->63, 19->48, 19->53, 18->44, 15->20, 14->38, 17->28, 13->19, 0->1], [0->1, 12->37, 12->23, 0->1], [9->66, 16->9, 19->35, 12->14]];2536.0491384148017;[[0->1, 26->11, 6->24, 13->19, 37->12, 8->16, 27->25, 14->58, 15->62, 5->50, 12->37, 9->66, 24->39, 19->48, 12->23, 16->55, 15->42, 18->2, 14->38, 14->26, 11->43, 22->51, 28->22, 31->15, 0->1], [0->1, 30->5, 37->67, 12->52, 19->35, 27->47, 16->13, 28->65, 15->8, 18->27, 24->60, 20->18, 25->32, 22->21, 30->68, 3->72, 8->70, 11->71, 26->57, 13->61, 20->76, 19->53, 7->56, 19->7, 0->1], [0->1, 22->54, 6->74, 16->9, 16->40, 19->17, 33->41, 22->31, 18->63, 1->73, 21->46, 17->45, 20->49, 17->28, 11->4, 13->30, 28->33, 12->14, 11->64, 21->59, 27->34, 26->3, 10->36, 10->75, 0->1], [0->1, 29->29, 29->10, 0->1], [18->44, 10->69, 15->20, 21->6]]
30;200;5;5;5;1;70;2;1;2413.633517977479;2290.465989768852;[[0->1, 31->15, 22->21, 7->56, 8->70, 26->3, 11->4, 15->62, 22->31, 27->47, 33->41, 21->46, 18->44, 27->25, 37->12, 26->57, 24->39, 16->13, 15->8, 24->60, 12->37, 14->26, 18->2, 28->33, 0->1], [0->1, 18->27, 16->55, 10->36, 8->16, 11->43, 9->66, 28->65, 19->48, 22->54, 21->6, 29->10, 20->49, 6->74, 18->63, 19->53, 10->69, 20->76, 11->71, 5->50, 13->30, 13->19, 13->61, 14->38, 0->1], [0->1, 12->14, 17->45, 16->40, 30->5, 26->11, 20->18, 15->42, 11->64, 12->23, 21->59, 17->28, 12->52, 28->22, 19->7, 25->32, 29->29, 14->58, 30->68, 3->72, 10->75, 15->20, 6->24, 19->17, 0->1], [0->1, 27->34, 19->35, 0->1], [1->73, 16->9, 37->67, 22->51]];2560.3204413158433;[[0->1, 27->25, 18->44, 22->21, 14->38, 9->66, 15->62, 15->42, 11->43, 25->32, 22->51, 13->19, 12->23, 24->39, 8->16, 37->67, 31->15, 37->12, 28->22, 14->26, 14->58, 6->24, 12->37, 16->55, 0->1], [0->1, 30->68, 21->46, 13->61, 20->76, 19->35, 22->31, 19->53, 11->71, 20->18, 18->27, 26->57, 3->72, 16->13, 33->41, 30->5, 27->47, 10->69, 7->56, 12->52, 15->8, 24->60, 28->65, 19->7, 0->1], [0->1, 27->34, 18->2, 21->59, 22->54, 26->11, 12->14, 28->33, 16->40, 10->75, 19->48, 6->74, 15->20, 29->10, 1->73, 11->64, 29->29, 18->63, 19->17, 17->45, 11->4, 20->49, 21->6, 10->36, 0->1], [0->1, 16->9, 26->3, 0->1], [5->50, 13->30, 8->70, 17->28]]
30;160;5;5;5;1;70;2;1;2424.6784408433723;2330.0103131399837;[[0->1, 18->63, 12->23, 15->20, 31->15, 18->44, 5->50, 22->51, 11->64, 24->39, 8->16, 37->12, 21->6, 19->48, 14->58, 12->14, 22->54, 6->24, 28->22, 29->10, 16->55, 26->11, 18->2, 29->29, 0->1], [0->1, 11->43, 18->27, 24->60, 11->71, 7->56, 25->32, 22->21, 12->37, 14->26, 20->76, 15->42, 26->57, 14->38, 30->68, 8->70, 10->69, 28->65, 13->19, 15->62, 3->72, 13->61, 37->67, 27->25, 0->1], [0->1, 27->34, 27->47, 15->8, 19->53, 17->28, 1->73, 21->46, 19->7, 11->4, 10->36, 19->35, 10->75, 19->17, 33->41, 21->59, 22->31, 12->52, 20->18, 16->13, 17->45, 13->30, 20->49, 16->9, 0->1], [0->1, 16->40, 28->33, 0->1], [9->66, 26->3, 30->5, 6->74]];2553.0876101194376;[[0->1, 13->61, 9->66, 8->70, 15->62, 6->24, 37->67, 3->72, 14->38, 12->37, 24->60, 13->19, 7->56, 11->71, 11->43, 22->21, 15->42, 14->26, 18->44, 26->57, 28->65, 25->32, 27->25, 20->76, 0->1], [0->1, 24->39, 15->20, 19->48, 28->22, 31->15, 14->58, 18->63, 22->54, 26->11, 16->40, 22->51, 8->16, 5->50, 16->55, 29->29, 29->10, 21->6, 6->74, 11->64, 12->14, 37->12, 28->33, 18->2, 0->1], [0->1, 33->41, 27->34, 30->5, 18->27, 26->3, 19->7, 16->13, 21->59, 21->46, 22->31, 17->28, 10->36, 12->52, 16->9, 13->30, 15->8, 19->53, 19->17, 19->35, 11->4, 10->69, 30->68, 20->18, 0->1], [0->1, 20->49, 17->45, 0->1], [12->23, 1->73, 27->47, 10->75]]

