Execuções;População Inicial;Veiculos Usados Melhor Rota;Veiculos Usados Pior Rota;Número máximo veículos;Fator mutação(0-100%);Máximo gerações;Qtd Melhores;Qtd Piores;Aptidão Média;Aptidão Melhor Cromossomo;Rota Melhor Cromossomo(qtd->idCidade);Aptidão Pior Cromossomo;Rota Pior Cromossomo(qtd->idCidade)
30;460;5;5;5;26;230;2;1;2341.8351937127795;2190.2881359033777;[[0->1, 11->71, 9->66, 13->19, 22->21, 6->24, 11->43, 3->72, 37->67, 28->65, 7->56, 24->60, 14->26, 26->57, 15->62, 12->37, 14->38, 25->32, 13->61, 22->51, 15->42, 18->44, 12->23, 27->25, 0->1], [0->1, 11->64, 29->29, 26->11, 20->49, 31->15, 22->54, 19->48, 17->45, 16->55, 8->16, 12->14, 21->6, 24->39, 1->73, 16->40, 37->12, 28->22, 5->50, 18->63, 14->58, 15->20, 18->2, 28->33, 0->1], [0->1, 10->75, 11->4, 19->17, 22->31, 26->3, 17->28, 19->53, 20->18, 16->9, 19->35, 13->30, 27->47, 16->13, 21->59, 33->41, 19->7, 21->46, 15->8, 10->36, 6->74, 27->34, 12->52, 10->69, 0->1], [0->1, 20->76, 18->27, 0->1], [8->70, 29->10, 30->5, 30->68]];2490.5049770898167;[[0->1, 10->69, 37->67, 29->29, 10->75, 30->68, 6->24, 5->50, 11->4, 28->65, 29->10, 11->71, 31->15, 8->16, 7->56, 30->5, 33->41, 9->66, 1->73, 10->36, 3->72, 28->33, 37->12, 8->70, 0->1], [0->1, 15->42, 12->37, 11->43, 14->26, 13->30, 12->52, 12->23, 18->2, 15->8, 15->20, 12->14, 14->38, 13->61, 16->9, 13->19, 16->13, 16->40, 16->55, 11->64, 15->62, 17->45, 17->28, 14->58, 0->1], [0->1, 21->59, 18->27, 19->7, 19->53, 22->31, 19->48, 25->32, 26->3, 20->18, 20->76, 24->60, 18->63, 22->51, 21->6, 22->21, 26->57, 19->17, 20->49, 19->35, 22->54, 24->39, 27->34, 21->46, 0->1], [0->1, 27->47, 27->25, 0->1], [6->74, 26->11, 18->44, 28->22]]
30;540;5;5;5;41;280;2;1;2312.0328901616454;2190.689321054004;[[0->1, 14->26, 12->37, 22->51, 27->25, 28->65, 8->70, 11->43, 24->60, 9->66, 26->57, 18->44, 25->32, 11->71, 13->19, 37->12, 12->23, 37->67, 22->21, 14->38, 15->62, 15->42, 6->24, 7->56, 0->1], [0->1, 16->55, 29->10, 5->50, 28->33, 1->73, 22->54, 12->14, 21->6, 11->64, 26->11, 24->39, 31->15, 19->48, 14->58, 15->20, 18->63, 28->22, 16->40, 17->45, 8->16, 20->49, 18->2, 29->29, 0->1], [0->1, 13->30, 26->3, 17->28, 27->47, 19->7, 19->35, 21->46, 27->34, 10->36, 15->8, 20->76, 19->17, 33->41, 18->27, 20->18, 12->52, 30->5, 16->13, 19->53, 10->69, 30->68, 16->9, 22->31, 0->1], [0->1, 10->75, 21->59, 0->1], [3->72, 13->61, 6->74, 11->4]];2383.000269903868;[[0->1, 26->11, 37->12, 12->23, 14->26, 11->43, 12->37, 18->44, 28->22, 27->25, 19->48, 13->19, 14->38, 5->50, 16->55, 8->16, 14->58, 6->24, 9->66, 21->6, 22->51, 15->62, 24->39, 31->15, 0->1], [0->1, 27->47, 7->56, 16->13, 11->71, 19->35, 8->70, 22->21, 12->52, 18->27, 3->72, 13->61, 10->69, 30->68, 25->32, 28->65, 37->67, 30->5, 20->18, 15->8, 26->57, 19->7, 20->76, 24->60, 0->1], [0->1, 12->14, 20->49, 18->63, 1->73, 26->3, 13->30, 16->40, 22->31, 33->41, 27->34, 10->75, 17->45, 11->4, 6->74, 21->59, 19->53, 10->36, 21->46, 16->9, 28->33, 17->28, 11->64, 22->54, 0->1], [0->1, 29->10, 29->29, 0->1], [18->2, 15->42, 19->17, 15->20]]
30;500;5;5;5;26;240;2;1;2329.318585488511;2192.415550870049;[[0->1, 22->54, 3->72, 11->43, 17->45, 33->41, 20->76, 12->23, 29->10, 14->58, 19->7, 22->31, 11->71, 27->34, 20->49, 15->62, 13->30, 18->2, 6->24, 28->22, 12->14, 9->66, 21->6, 28->65, 0->1], [0->1, 37->67, 19->53, 6->74, 15->42, 14->38, 30->5, 7->56, 22->51, 18->27, 21->46, 17->28, 18->63, 12->37, 26->3, 19->35, 10->36, 10->75, 14->26, 25->32, 19->48, 31->15, 8->70, 30->68, 0->1], [0->1, 15->8, 37->12, 13->61, 5->50, 19->17, 11->64, 10->69, 8->16, 12->52, 21->59, 16->55, 24->39, 1->73, 15->20, 13->19, 11->4, 24->60, 28->33, 22->21, 20->18, 16->40, 16->13, 29->29, 0->1], [0->1, 27->25, 26->57, 0->1], [26->11, 27->47, 16->9, 18->44]];2515.24145554609;[[0->1, 7->56, 20->18, 19->48, 8->70, 22->31, 9->66, 11->71, 26->57, 13->30, 37->67, 8->16, 29->10, 31->15, 3->72, 6->74, 10->75, 13->19, 12->23, 26->11, 14->38, 10->69, 14->26, 21->46, 0->1], [0->1, 17->45, 11->43, 18->44, 30->68, 18->27, 27->47, 28->33, 5->50, 12->14, 15->62, 21->6, 14->58, 13->61, 27->34, 26->3, 6->24, 21->59, 15->20, 18->2, 30->5, 28->65, 22->54, 11->4, 0->1], [0->1, 19->53, 24->60, 16->9, 17->28, 22->21, 19->17, 15->8, 16->40, 29->29, 15->42, 16->13, 27->25, 20->76, 28->22, 37->12, 22->51, 19->35, 20->49, 33->41, 11->64, 16->55, 24->39, 10->36, 0->1], [0->1, 12->37, 12->52, 0->1], [19->7, 18->63, 25->32, 1->73]]
30;360;5;5;5;21;180;2;1;2356.7183487931584;2194.0207336711946;[[0->1, 11->64, 13->30, 10->36, 5->50, 12->52, 6->74, 13->61, 13->19, 7->56, 3->72, 8->16, 14->38, 12->14, 14->26, 12->37, 6->24, 8->70, 11->43, 9->66, 11->71, 12->23, 10->69, 10->75, 0->1], [0->1, 30->68, 27->25, 30->5, 24->39, 31->15, 24->60, 33->41, 37->67, 26->57, 29->10, 26->11, 27->47, 1->73, 28->65, 22->31, 28->22, 29->29, 28->33, 37->12, 25->32, 27->34, 26->3, 22->54, 0->1], [0->1, 15->62, 16->40, 18->44, 17->28, 19->48, 19->17, 18->2, 16->55, 21->46, 17->45, 19->53, 18->27, 18->63, 16->13, 15->20, 19->35, 20->49, 15->8, 16->9, 20->76, 15->42, 20->18, 19->7, 0->1], [0->1, 22->21, 21->59, 0->1], [11->4, 22->51, 14->58, 21->6]];2496.9330068779086;[[0->1, 11->43, 26->57, 6->24, 13->61, 30->68, 27->25, 8->70, 37->67, 24->60, 14->38, 15->62, 11->71, 3->72, 14->26, 28->65, 7->56, 12->37, 22->21, 20->76, 18->44, 13->19, 25->32, 9->66, 0->1], [0->1, 16->55, 22->51, 12->14, 26->11, 5->50, 16->40, 12->23, 22->54, 19->48, 18->2, 15->20, 28->33, 1->73, 31->15, 37->12, 11->64, 28->22, 14->58, 8->16, 24->39, 18->63, 21->6, 29->10, 0->1], [0->1, 26->3, 19->53, 33->41, 27->34, 21->59, 11->4, 20->49, 20->18, 6->74, 16->9, 10->75, 22->31, 21->46, 10->36, 15->8, 27->47, 19->17, 17->45, 19->35, 13->30, 16->13, 12->52, 19->7, 0->1], [0->1, 18->27, 30->5, 0->1], [15->42, 29->29, 17->28, 10->69]]
30;140;5;5;5;1;70;2;1;2417.534451966623;2196.765439385333;[[0->1, 10->36, 16->40, 33->41, 9->66, 11->64, 24->60, 17->28, 31->15, 13->30, 1->73, 29->10, 11->4, 17->45, 30->5, 12->37, 5->50, 6->74, 28->65, 15->62, 22->21, 27->34, 21->6, 19->48, 0->1], [0->1, 24->39, 25->32, 19->17, 14->38, 27->25, 15->20, 22->31, 10->69, 8->16, 14->58, 11->71, 16->13, 18->27, 11->43, 16->55, 18->44, 12->52, 12->14, 15->42, 19->7, 8->70, 26->3, 14->26, 0->1], [0->1, 30->68, 10->75, 3->72, 13->61, 27->47, 12->23, 13->19, 19->35, 20->76, 6->24, 26->11, 22->54, 19->53, 29->29, 20->49, 21->46, 18->2, 16->9, 18->63, 37->67, 22->51, 37->12, 15->8, 0->1], [0->1, 21->59, 20->18, 0->1], [28->33, 28->22, 7->56, 26->57]];2568.130666056484;[[0->1, 12->37, 9->66, 26->57, 14->26, 3->72, 7->56, 28->65, 12->23, 25->32, 13->19, 11->71, 6->24, 11->43, 27->25, 8->70, 22->21, 14->38, 15->62, 24->60, 13->61, 20->76, 15->42, 18->44, 0->1], [0->1, 15->20, 28->33, 20->49, 29->29, 11->64, 10->75, 16->55, 19->48, 1->73, 31->15, 6->74, 24->39, 18->2, 8->16, 21->6, 16->40, 12->14, 22->54, 26->11, 28->22, 18->63, 29->10, 5->50, 0->1], [0->1, 21->59, 16->13, 19->35, 17->28, 10->69, 15->8, 11->4, 21->46, 18->27, 12->52, 30->68, 19->53, 27->34, 27->47, 16->9, 33->41, 19->7, 30->5, 22->31, 26->3, 19->17, 20->18, 10->36, 0->1], [0->1, 22->51, 14->58, 0->1], [37->67, 17->45, 13->30, 37->12]]
30;380;5;5;5;21;180;2;1;2359.6088681387914;2201.0724533058165;[[0->1, 18->2, 25->32, 3->72, 15->20, 37->67, 12->23, 27->47, 11->64, 31->15, 5->50, 19->53, 9->66, 19->7, 21->59, 29->10, 14->58, 28->65, 19->17, 30->5, 14->26, 17->45, 29->29, 13->61, 0->1], [0->1, 16->40, 16->55, 26->3, 21->46, 13->19, 1->73, 6->74, 18->63, 22->21, 30->68, 11->43, 20->49, 10->75, 10->36, 18->44, 21->6, 6->24, 17->28, 28->22, 27->25, 22->31, 12->37, 26->11, 0->1], [0->1, 27->34, 19->35, 15->42, 22->54, 20->76, 13->30, 28->33, 12->52, 15->8, 10->69, 26->57, 7->56, 19->48, 15->62, 11->4, 24->39, 33->41, 22->51, 18->27, 24->60, 16->13, 16->9, 20->18, 0->1], [0->1, 12->14, 11->71, 0->1], [8->70, 14->38, 37->12, 8->16]];2512.951037975562;[[0->1, 10->69, 30->68, 27->25, 11->43, 19->7, 7->56, 3->72, 8->70, 20->76, 37->67, 13->19, 28->65, 14->26, 22->21, 11->71, 13->61, 20->18, 15->42, 25->32, 18->27, 26->57, 30->5, 15->62, 0->1], [0->1, 16->55, 28->22, 6->24, 24->39, 26->11, 22->51, 14->38, 14->58, 5->50, 29->29, 12->23, 8->16, 21->6, 22->54, 15->20, 9->66, 29->10, 31->15, 12->14, 18->44, 19->48, 12->37, 37->12, 0->1], [0->1, 1->73, 10->36, 18->63, 33->41, 11->4, 16->9, 28->33, 11->64, 26->3, 20->49, 10->75, 17->28, 21->59, 19->53, 17->45, 13->30, 19->17, 16->40, 6->74, 21->46, 22->31, 15->8, 16->13, 0->1], [0->1, 27->47, 12->52, 0->1], [24->60, 27->34, 18->2, 19->35]]
30;320;5;5;5;21;140;2;1;2338.72634399628;2203.3172304014925;[[0->1, 14->58, 24->60, 13->19, 26->57, 8->70, 12->23, 5->50, 25->32, 12->37, 18->44, 9->66, 37->12, 14->38, 11->43, 37->67, 27->25, 15->62, 22->21, 31->15, 6->24, 14->26, 15->42, 22->51, 0->1], [0->1, 16->40, 13->30, 17->45, 21->59, 15->20, 21->6, 6->74, 22->54, 10->75, 27->34, 1->73, 28->33, 19->17, 20->49, 19->48, 18->63, 12->14, 29->10, 10->36, 11->64, 26->11, 29->29, 18->2, 0->1], [0->1, 21->46, 13->61, 7->56, 12->52, 30->5, 22->31, 19->53, 28->65, 20->18, 3->72, 27->47, 20->76, 10->69, 26->3, 33->41, 18->27, 19->35, 17->28, 19->7, 30->68, 15->8, 16->9, 11->71, 0->1], [0->1, 8->16, 16->55, 0->1], [28->22, 11->4, 16->13, 24->39]];2439.6475792699407;[[0->1, 16->55, 13->30, 16->40, 13->19, 17->28, 15->62, 15->42, 13->61, 18->27, 16->9, 18->2, 19->7, 14->26, 18->44, 14->38, 19->17, 12->23, 16->13, 15->8, 17->45, 15->20, 14->58, 19->35, 0->1], [0->1, 6->74, 30->5, 8->70, 11->4, 33->41, 11->43, 10->69, 1->73, 7->56, 10->75, 3->72, 9->66, 10->36, 8->16, 6->24, 11->71, 37->12, 30->68, 37->67, 29->29, 29->10, 11->64, 5->50, 0->1], [0->1, 22->54, 28->65, 19->53, 22->31, 27->34, 24->60, 25->32, 21->59, 26->57, 24->39, 22->51, 26->11, 21->6, 28->33, 20->76, 28->22, 21->46, 27->25, 27->47, 22->21, 26->3, 20->18, 20->49, 0->1], [0->1, 12->14, 12->37, 0->1], [18->63, 19->48, 31->15, 12->52]]
30;540;5;5;5;36;260;2;1;2311.5543058908256;2206.5724049743662;[[0->1, 37->67, 13->19, 15->62, 31->15, 33->41, 7->56, 8->16, 37->12, 12->23, 27->47, 21->59, 18->2, 16->55, 26->3, 27->34, 10->36, 13->30, 19->53, 22->31, 19->17, 28->22, 29->10, 11->64, 0->1], [0->1, 20->49, 8->70, 14->58, 30->5, 30->68, 13->61, 18->27, 22->21, 17->45, 1->73, 16->9, 20->18, 11->71, 14->38, 3->72, 17->28, 12->37, 11->4, 21->46, 10->69, 24->39, 10->75, 9->66, 0->1], [0->1, 14->26, 22->54, 26->11, 5->50, 18->44, 19->35, 25->32, 19->7, 6->74, 12->52, 29->29, 26->57, 15->42, 16->40, 21->6, 11->43, 19->48, 22->51, 28->65, 16->13, 12->14, 18->63, 15->8, 0->1], [0->1, 6->24, 15->20, 0->1], [28->33, 27->25, 20->76, 24->60]];2425.040128279931;[[0->1, 16->9, 18->44, 19->7, 15->42, 18->2, 37->12, 19->48, 21->6, 10->75, 7->56, 29->29, 12->37, 27->25, 14->26, 37->67, 20->49, 24->39, 11->71, 8->16, 13->19, 8->70, 1->73, 22->51, 0->1], [0->1, 27->34, 14->58, 17->45, 20->18, 21->46, 12->23, 15->20, 30->5, 13->61, 10->36, 24->60, 3->72, 16->40, 22->21, 19->17, 28->22, 26->11, 6->24, 21->59, 26->57, 19->35, 33->41, 22->31, 0->1], [0->1, 25->32, 28->33, 18->27, 16->55, 19->53, 30->68, 18->63, 20->76, 5->50, 11->4, 26->3, 27->47, 22->54, 9->66, 31->15, 6->74, 16->13, 11->64, 17->28, 14->38, 15->62, 28->65, 10->69, 0->1], [0->1, 29->10, 15->8, 0->1], [11->43, 13->30, 12->52, 12->14]]
30;300;5;5;5;21;130;2;1;2325.6729035610592;2214.452615049223;[[0->1, 25->32, 15->8, 15->62, 20->18, 37->67, 29->29, 18->63, 11->43, 9->66, 10->36, 22->54, 19->17, 27->25, 11->64, 7->56, 12->37, 19->48, 18->27, 22->51, 10->69, 8->70, 26->11, 28->33, 0->1], [0->1, 30->68, 12->14, 21->46, 8->16, 16->55, 13->30, 17->28, 10->75, 30->5, 28->22, 24->39, 19->53, 15->20, 16->9, 37->12, 22->21, 16->13, 28->65, 29->10, 1->73, 24->60, 13->19, 15->42, 0->1], [0->1, 19->7, 20->49, 13->61, 26->57, 12->52, 6->24, 12->23, 27->47, 27->34, 14->58, 14->26, 18->44, 16->40, 21->59, 33->41, 31->15, 14->38, 21->6, 11->71, 19->35, 26->3, 11->4, 17->45, 0->1], [0->1, 22->31, 3->72, 0->1], [18->2, 5->50, 20->76, 6->74]];2475.073978278312;[[0->1, 15->42, 12->37, 18->44, 9->66, 27->25, 6->24, 37->67, 14->26, 12->23, 28->65, 13->19, 25->32, 24->60, 26->57, 11->71, 3->72, 8->70, 14->38, 20->76, 22->21, 11->43, 15->62, 13->61, 0->1], [0->1, 29->10, 22->54, 11->64, 16->55, 20->49, 14->58, 5->50, 28->33, 37->12, 28->22, 8->16, 24->39, 18->63, 12->14, 15->20, 19->48, 16->40, 22->51, 1->73, 31->15, 21->6, 18->2, 26->11, 0->1], [0->1, 21->46, 17->45, 20->18, 19->53, 19->7, 26->3, 16->9, 22->31, 10->75, 19->17, 12->52, 10->36, 16->13, 15->8, 33->41, 6->74, 21->59, 11->4, 27->34, 13->30, 17->28, 27->47, 10->69, 0->1], [0->1, 30->5, 30->68, 0->1], [7->56, 19->35, 29->29, 18->27]]
30;300;5;5;5;16;130;2;1;2356.9834247243894;2216.5905730400104;[[0->1, 11->43, 15->62, 13->19, 18->44, 15->42, 9->66, 28->65, 12->23, 3->72, 24->60, 27->25, 7->56, 26->57, 8->70, 11->71, 14->38, 6->24, 22->21, 22->51, 25->32, 13->61, 37->67, 12->37, 0->1], [0->1, 18->63, 29->10, 11->64, 21->59, 17->45, 20->49, 28->22, 24->39, 6->74, 18->2, 28->33, 8->16, 29->29, 10->75, 1->73, 26->11, 16->40, 22->54, 19->48, 15->20, 31->15, 21->6, 12->14, 0->1], [0->1, 10->69, 19->17, 27->47, 16->9, 18->27, 33->41, 19->53, 22->31, 21->46, 30->68, 17->28, 30->5, 26->3, 15->8, 19->7, 10->36, 11->4, 12->52, 19->35, 20->18, 16->13, 27->34, 13->30, 0->1], [0->1, 37->12, 14->58, 0->1], [14->26, 20->76, 16->55, 5->50]];2479.674020154781;[[0->1, 3->72, 11->64, 9->66, 5->50, 13->61, 10->69, 13->19, 12->37, 8->16, 14->58, 6->74, 11->4, 7->56, 12->14, 8->70, 11->43, 13->30, 14->38, 12->23, 6->24, 10->75, 10->36, 12->52, 0->1], [0->1, 28->22, 37->67, 30->68, 22->31, 29->29, 26->11, 29->10, 22->21, 33->41, 26->57, 1->73, 30->5, 31->15, 24->39, 27->47, 25->32, 24->60, 28->33, 22->54, 27->34, 28->65, 27->25, 26->3, 0->1], [0->1, 19->48, 15->62, 15->20, 20->18, 14->26, 18->63, 16->9, 16->13, 15->8, 16->55, 19->7, 20->76, 20->49, 16->40, 15->42, 17->28, 18->2, 17->45, 19->17, 18->27, 19->35, 19->53, 18->44, 0->1], [0->1, 21->46, 21->6, 0->1], [11->71, 37->12, 21->59, 22->51]]
30;340;5;5;5;21;160;2;1;2340.7620851714933;2216.993960999904;[[0->1, 16->9, 28->33, 15->62, 21->59, 12->52, 6->24, 1->73, 12->23, 20->18, 24->60, 25->32, 5->50, 22->51, 14->58, 13->61, 17->45, 17->28, 10->75, 26->11, 8->70, 37->67, 27->34, 20->49, 0->1], [0->1, 19->17, 27->25, 10->36, 24->39, 16->13, 22->54, 28->65, 14->38, 18->63, 10->69, 15->20, 37->12, 8->16, 11->43, 15->8, 11->64, 15->42, 31->15, 18->27, 30->5, 29->29, 27->47, 22->21, 0->1], [0->1, 20->76, 16->55, 12->37, 26->3, 29->10, 11->4, 19->48, 28->22, 16->40, 18->2, 13->19, 26->57, 19->53, 21->6, 19->35, 7->56, 21->46, 30->68, 18->44, 14->26, 33->41, 19->7, 6->74, 0->1], [0->1, 12->14, 22->31, 0->1], [11->71, 3->72, 9->66, 13->30]];2476.7514298347637;[[0->1, 6->24, 18->44, 11->43, 15->42, 22->21, 26->57, 28->65, 37->67, 12->23, 24->60, 14->38, 7->56, 27->25, 20->76, 3->72, 14->26, 13->19, 15->62, 25->32, 8->70, 12->37, 11->71, 9->66, 0->1], [0->1, 26->11, 5->50, 29->10, 18->2, 22->51, 14->58, 16->40, 12->14, 15->20, 20->49, 28->33, 31->15, 29->29, 1->73, 22->54, 11->64, 24->39, 18->63, 8->16, 28->22, 21->6, 16->55, 37->12, 0->1], [0->1, 30->5, 10->36, 16->9, 21->46, 10->69, 19->53, 13->30, 19->17, 17->28, 19->7, 12->52, 30->68, 15->8, 18->27, 22->31, 27->47, 20->18, 10->75, 33->41, 19->35, 16->13, 27->34, 11->4, 0->1], [0->1, 21->59, 17->45, 0->1], [13->61, 26->3, 19->48, 6->74]]
30;560;5;5;5;41;300;2;1;2324.261350827171;2218.1916991007383;[[0->1, 33->41, 9->66, 21->59, 12->23, 26->11, 11->71, 8->70, 31->15, 3->72, 17->28, 15->8, 37->67, 22->21, 6->24, 27->34, 20->76, 11->43, 25->32, 24->60, 27->25, 12->52, 1->73, 18->27, 0->1], [0->1, 14->38, 29->29, 21->46, 29->10, 28->65, 30->5, 8->16, 7->56, 22->31, 15->20, 17->45, 14->58, 24->39, 22->54, 28->22, 27->47, 11->64, 10->69, 37->12, 16->9, 22->51, 19->7, 10->36, 0->1], [0->1, 5->50, 21->6, 13->19, 11->4, 19->48, 15->62, 20->49, 19->35, 30->68, 28->33, 26->3, 16->13, 12->14, 12->37, 19->17, 26->57, 6->74, 18->2, 14->26, 18->63, 19->53, 18->44, 13->30, 0->1], [0->1, 20->18, 13->61, 0->1], [16->40, 16->55, 10->75, 15->42]];2450.9234754742115;[[0->1, 12->37, 37->67, 37->12, 18->44, 8->16, 14->58, 24->39, 6->24, 12->23, 15->62, 14->26, 31->15, 27->25, 22->21, 14->38, 28->22, 5->50, 9->66, 16->55, 13->19, 25->32, 11->43, 15->42, 0->1], [0->1, 28->65, 12->52, 16->13, 20->76, 30->68, 21->46, 3->72, 18->27, 22->31, 24->60, 20->18, 19->7, 33->41, 15->8, 19->35, 13->61, 30->5, 11->71, 27->47, 7->56, 8->70, 10->69, 19->53, 0->1], [0->1, 16->40, 17->45, 20->49, 26->11, 12->14, 21->6, 29->29, 11->4, 10->36, 18->2, 28->33, 11->64, 29->10, 13->30, 21->59, 18->63, 19->17, 1->73, 22->54, 15->20, 27->34, 10->75, 19->48, 0->1], [0->1, 17->28, 16->9, 0->1], [22->51, 26->57, 6->74, 26->3]]
30;400;5;5;5;21;190;2;1;2350.5126852733256;2219.2437067958326;[[0->1, 18->2, 30->68, 27->34, 21->59, 15->20, 16->55, 11->71, 5->50, 24->60, 18->63, 12->52, 14->26, 13->19, 12->23, 13->30, 25->32, 11->64, 26->3, 27->47, 16->40, 28->33, 19->7, 18->44, 0->1], [0->1, 20->49, 15->62, 26->11, 19->48, 19->35, 14->38, 29->29, 15->42, 16->13, 21->6, 20->76, 11->43, 10->36, 17->28, 6->74, 28->65, 22->51, 9->66, 22->54, 3->72, 24->39, 16->9, 7->56, 0->1], [0->1, 1->73, 10->75, 21->46, 10->69, 12->14, 12->37, 19->17, 15->8, 11->4, 31->15, 14->58, 18->27, 8->16, 37->12, 22->21, 28->22, 27->25, 37->67, 33->41, 26->57, 19->53, 22->31, 29->10, 0->1], [0->1, 20->18, 13->61, 0->1], [8->70, 17->45, 6->24, 30->5]];2455.7228721849588;[[0->1, 5->50, 13->61, 13->30, 8->70, 9->66, 11->64, 14->26, 6->74, 12->37, 10->36, 11->43, 12->52, 8->16, 12->14, 6->24, 11->4, 10->69, 12->23, 14->38, 3->72, 13->19, 10->75, 7->56, 0->1], [0->1, 26->3, 27->25, 22->54, 28->33, 24->60, 31->15, 22->31, 28->65, 22->21, 1->73, 26->11, 29->29, 30->68, 37->67, 29->10, 30->5, 33->41, 37->12, 24->39, 26->57, 25->32, 27->47, 28->22, 0->1], [0->1, 16->13, 19->48, 16->40, 18->63, 18->44, 19->53, 15->42, 21->46, 18->27, 19->7, 14->58, 15->62, 17->45, 18->2, 19->35, 17->28, 16->55, 20->76, 20->49, 20->18, 16->9, 19->17, 15->8, 0->1], [0->1, 21->6, 22->51, 0->1], [11->71, 15->20, 27->34, 21->59]]
30;280;5;5;5;11;130;2;1;2367.6027949079576;2222.1179945974227;[[0->1, 29->10, 27->25, 30->68, 22->31, 29->29, 26->11, 27->47, 22->51, 21->6, 21->46, 21->59, 28->22, 25->32, 24->39, 24->60, 26->3, 22->21, 28->65, 26->57, 28->33, 27->34, 22->54, 30->5, 0->1], [0->1, 11->71, 9->66, 6->24, 6->74, 12->14, 10->75, 37->12, 5->50, 12->52, 11->64, 13->19, 1->73, 12->37, 13->30, 12->23, 13->61, 11->4, 3->72, 8->70, 11->43, 8->16, 10->69, 10->36, 0->1], [0->1, 14->38, 18->27, 20->49, 19->7, 19->17, 15->20, 20->18, 14->58, 15->42, 19->35, 16->13, 16->40, 15->62, 17->45, 19->53, 15->8, 16->55, 17->28, 18->2, 16->9, 19->48, 18->44, 18->63, 0->1], [0->1, 31->15, 33->41, 0->1], [20->76, 7->56, 14->26, 37->67]];2518.2126054475984;[[0->1, 28->65, 27->34, 9->66, 30->5, 8->16, 8->70, 29->29, 37->12, 6->24, 27->25, 29->10, 6->74, 1->73, 31->15, 37->67, 10->75, 7->56, 10->69, 28->33, 3->72, 28->22, 30->68, 5->50, 0->1], [0->1, 12->37, 16->13, 15->62, 14->26, 12->14, 13->19, 14->38, 16->40, 11->4, 11->43, 13->61, 13->30, 17->28, 12->52, 15->20, 12->23, 10->36, 15->42, 11->71, 15->8, 16->55, 14->58, 11->64, 0->1], [0->1, 21->6, 18->63, 26->3, 26->11, 19->48, 22->51, 20->18, 20->49, 19->17, 22->54, 25->32, 24->60, 22->31, 19->7, 24->39, 21->46, 26->57, 22->21, 18->27, 19->53, 21->59, 27->47, 19->35, 0->1], [0->1, 17->45, 18->44, 0->1], [33->41, 16->9, 20->76, 18->2]]
30;540;5;5;5;41;290;2;1;2320.001714059706;2222.126237208446;[[0->1, 15->62, 13->19, 22->51, 12->23, 9->66, 22->21, 25->32, 11->71, 14->38, 3->72, 8->70, 7->56, 6->24, 11->43, 24->60, 14->26, 28->65, 18->44, 37->67, 15->42, 12->37, 37->12, 27->25, 0->1], [0->1, 24->39, 14->58, 18->2, 20->49, 16->55, 12->14, 28->33, 19->48, 16->40, 18->63, 28->22, 26->11, 15->20, 22->54, 1->73, 8->16, 21->6, 5->50, 6->74, 11->64, 17->45, 29->10, 29->29, 0->1], [0->1, 19->53, 27->47, 19->17, 12->52, 13->30, 30->5, 11->4, 21->59, 16->9, 26->3, 19->35, 19->7, 27->34, 10->75, 21->46, 20->18, 10->69, 22->31, 33->41, 18->27, 10->36, 16->13, 15->8, 0->1], [0->1, 20->76, 30->68, 0->1], [26->57, 31->15, 17->28, 13->61]];2440.5258571905347;[[0->1, 7->56, 12->37, 14->26, 15->62, 11->43, 13->61, 11->71, 13->19, 25->32, 14->38, 28->65, 27->25, 24->60, 26->57, 30->68, 6->24, 37->67, 3->72, 8->70, 9->66, 20->76, 15->42, 18->44, 0->1], [0->1, 16->40, 29->10, 26->11, 5->50, 28->22, 18->63, 15->20, 18->2, 12->23, 21->6, 16->55, 22->54, 12->14, 11->64, 24->39, 31->15, 19->48, 14->58, 37->12, 28->33, 29->29, 22->51, 8->16, 0->1], [0->1, 26->3, 12->52, 21->46, 19->53, 27->47, 10->75, 27->34, 22->31, 19->17, 16->9, 20->18, 11->4, 16->13, 33->41, 21->59, 15->8, 18->27, 19->35, 10->36, 10->69, 19->7, 13->30, 30->5, 0->1], [0->1, 20->49, 17->45, 0->1], [22->21, 1->73, 17->28, 6->74]]
