optimizer;loss;activation_layer_1;activation_layer_2;batch_size;epochs;accuracy;
adamax;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adamax;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adamax;hinge;softmax;softmax;192;70;0.3050;
adamax;hinge;softmax;elu;192;70;0.3050;
adamax;hinge;softmax;selu;192;70;0.3050;
adamax;hinge;softmax;relu;192;70;0.3050;
adamax;hinge;softmax;tanh;192;70;0.3050;
adamax;hinge;softmax;sigmoid;192;70;0.3050;
adamax;hinge;softmax;hard_sigmoid;192;70;0.3050;
adamax;hinge;elu;softmax;192;70;0.3050;
adamax;hinge;elu;tanh;192;70;0.3050;
adamax;hinge;elu;sigmoid;192;70;0.3050;
adamax;hinge;elu;hard_sigmoid;192;70;0.3050;
adamax;hinge;selu;softmax;192;70;0.3050;
adamax;hinge;selu;tanh;192;70;0.3050;
adamax;hinge;selu;sigmoid;192;70;0.3050;
adamax;hinge;selu;hard_sigmoid;192;70;0.3050;
adamax;hinge;relu;softmax;192;70;0.3050;
adamax;hinge;relu;tanh;192;70;0.3050;
adamax;hinge;relu;sigmoid;192;70;0.3050;
adamax;hinge;relu;hard_sigmoid;192;70;0.3050;
adamax;hinge;tanh;softmax;192;70;0.3050;
adamax;hinge;tanh;tanh;192;70;0.3050;
adamax;hinge;tanh;sigmoid;192;70;0.3050;
adamax;hinge;tanh;hard_sigmoid;192;70;0.3050;
adamax;hinge;sigmoid;softmax;192;70;0.3050;
adamax;hinge;sigmoid;tanh;192;70;0.3050;
adamax;hinge;sigmoid;sigmoid;192;70;0.3050;
adamax;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adamax;hinge;hard_sigmoid;softmax;192;70;0.3050;
adamax;hinge;hard_sigmoid;tanh;192;70;0.3050;
adamax;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adamax;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adamax;binary_crossentropy;softmax;softmax;192;70;0.3050;
adamax;binary_crossentropy;elu;softmax;192;70;0.3050;
adamax;binary_crossentropy;selu;softmax;192;70;0.3050;
adamax;binary_crossentropy;relu;softmax;192;70;0.3050;
adamax;binary_crossentropy;tanh;softmax;192;70;0.3050;
adamax;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
adamax;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
adamax;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
adamax;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
adamax;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
adamax;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
adamax;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
adamax;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adamax;poisson;softmax;softmax;192;70;0.3050;
adamax;poisson;elu;softmax;192;70;0.3050;
adamax;poisson;selu;softmax;192;70;0.3050;
adamax;poisson;relu;softmax;192;70;0.3050;
adamax;poisson;tanh;softmax;192;70;0.3050;
adamax;poisson;sigmoid;softmax;192;70;0.3050;
adamax;poisson;hard_sigmoid;softmax;192;70;0.3050;
nadam;MSE;softmax;softmax;192;70;0.3050;
nadam;MSE;elu;softmax;192;70;0.3050;
nadam;MSE;selu;softmax;192;70;0.3050;
nadam;MSE;relu;softmax;192;70;0.3050;
nadam;MSE;tanh;softmax;192;70;0.3050;
nadam;MSE;sigmoid;softmax;192;70;0.3050;
nadam;MSE;hard_sigmoid;softmax;192;70;0.3050;
nadam;MAE;softmax;softmax;192;70;0.3050;
nadam;MAE;elu;softmax;192;70;0.3050;
nadam;MAE;selu;softmax;192;70;0.3050;
nadam;MAE;relu;softmax;192;70;0.3050;
nadam;MAE;tanh;softmax;192;70;0.3050;
nadam;MAE;sigmoid;softmax;192;70;0.3050;
nadam;MAE;hard_sigmoid;softmax;192;70;0.3050;
nadam;MAPE;softmax;softmax;192;70;0.3050;
nadam;MAPE;elu;softmax;192;70;0.3050;
nadam;MAPE;selu;softmax;192;70;0.3050;
nadam;MAPE;relu;softmax;192;70;0.3050;
nadam;MAPE;tanh;softmax;192;70;0.3050;
nadam;MAPE;sigmoid;softmax;192;70;0.3050;
nadam;MAPE;hard_sigmoid;softmax;192;70;0.3050;
nadam;MSLE;softmax;softmax;192;70;0.3050;
nadam;MSLE;elu;softmax;192;70;0.3050;
nadam;MSLE;selu;softmax;192;70;0.3050;
nadam;MSLE;relu;softmax;192;70;0.3050;
nadam;MSLE;tanh;softmax;192;70;0.3050;
nadam;MSLE;sigmoid;softmax;192;70;0.3050;
nadam;MSLE;hard_sigmoid;softmax;192;70;0.3050;
nadam;squared_hinge;softmax;softmax;192;70;0.3050;
nadam;squared_hinge;softmax;elu;192;70;0.3050;
nadam;squared_hinge;softmax;selu;192;70;0.3050;
nadam;squared_hinge;softmax;relu;192;70;0.3050;
nadam;squared_hinge;softmax;tanh;192;70;0.3050;
nadam;squared_hinge;softmax;sigmoid;192;70;0.3050;
nadam;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;elu;softmax;192;70;0.3050;
nadam;squared_hinge;elu;tanh;192;70;0.3050;
nadam;squared_hinge;elu;sigmoid;192;70;0.3050;
nadam;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;selu;softmax;192;70;0.3050;
nadam;squared_hinge;selu;tanh;192;70;0.3050;
nadam;squared_hinge;selu;sigmoid;192;70;0.3050;
nadam;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;relu;softmax;192;70;0.3050;
nadam;squared_hinge;relu;tanh;192;70;0.3050;
nadam;squared_hinge;relu;sigmoid;192;70;0.3050;
nadam;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;tanh;softmax;192;70;0.3050;
nadam;squared_hinge;tanh;tanh;192;70;0.3050;
nadam;squared_hinge;tanh;sigmoid;192;70;0.3050;
nadam;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;sigmoid;softmax;192;70;0.3050;
nadam;squared_hinge;sigmoid;tanh;192;70;0.3050;
nadam;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
nadam;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
nadam;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
nadam;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
nadam;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
nadam;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
nadam;hinge;softmax;softmax;192;70;0.3050;
nadam;hinge;softmax;elu;192;70;0.3050;
nadam;hinge;softmax;selu;192;70;0.3050;
nadam;hinge;softmax;relu;192;70;0.3050;
nadam;hinge;softmax;tanh;192;70;0.3050;
nadam;hinge;softmax;sigmoid;192;70;0.3050;
nadam;hinge;softmax;hard_sigmoid;192;70;0.3050;
nadam;hinge;elu;softmax;192;70;0.3050;
nadam;hinge;elu;tanh;192;70;0.3050;
nadam;hinge;elu;sigmoid;192;70;0.3050;
nadam;hinge;elu;hard_sigmoid;192;70;0.3050;
nadam;hinge;selu;softmax;192;70;0.3050;
nadam;hinge;selu;tanh;192;70;0.3050;
nadam;hinge;selu;sigmoid;192;70;0.3050;
nadam;hinge;selu;hard_sigmoid;192;70;0.3050;
nadam;hinge;relu;softmax;192;70;0.3050;
nadam;hinge;relu;tanh;192;70;0.3050;
nadam;hinge;relu;sigmoid;192;70;0.3050;
nadam;hinge;relu;hard_sigmoid;192;70;0.3050;
nadam;hinge;tanh;softmax;192;70;0.3050;
nadam;hinge;tanh;tanh;192;70;0.3050;
nadam;hinge;tanh;sigmoid;192;70;0.3050;
nadam;hinge;tanh;hard_sigmoid;192;70;0.3050;
nadam;hinge;sigmoid;softmax;192;70;0.3050;
nadam;hinge;sigmoid;tanh;192;70;0.3050;
nadam;hinge;sigmoid;sigmoid;192;70;0.3050;
nadam;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
nadam;hinge;hard_sigmoid;softmax;192;70;0.3050;
nadam;hinge;hard_sigmoid;tanh;192;70;0.3050;
nadam;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
nadam;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
nadam;binary_crossentropy;softmax;softmax;192;70;0.3050;
nadam;binary_crossentropy;elu;softmax;192;70;0.3050;
nadam;binary_crossentropy;selu;softmax;192;70;0.3050;
nadam;binary_crossentropy;relu;softmax;192;70;0.3050;
nadam;binary_crossentropy;tanh;softmax;192;70;0.3050;
nadam;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
nadam;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;softmax;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
nadam;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
nadam;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
nadam;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
nadam;poisson;softmax;softmax;192;70;0.3050;
nadam;poisson;elu;softmax;192;70;0.3050;
nadam;poisson;selu;softmax;192;70;0.3050;
nadam;poisson;relu;softmax;192;70;0.3050;
nadam;poisson;tanh;softmax;192;70;0.3050;
nadam;poisson;sigmoid;softmax;192;70;0.3050;
nadam;poisson;hard_sigmoid;softmax;192;70;0.3050;
adamax;poisson;sigmoid;tanh;192;70;0.2750;
adamax;kullback_leibler_divergence;relu;selu;192;70;0.2650;
sgd;MSLE;selu;selu;192;70;0.2650;
adamax;poisson;relu;tanh;192;70;0.2450;
adamax;kullback_leibler_divergence;relu;relu;192;70;0.2400;
adamax;poisson;elu;tanh;192;70;0.2050;
sgd;MSLE;elu;tanh;192;70;0.1950;
sgd;MSLE;selu;elu;192;70;0.1850;
adamax;MSLE;sigmoid;selu;192;70;0.1550;
sgd;binary_crossentropy;tanh;selu;192;70;0.1500;
sgd;squared_hinge;relu;relu;192;70;0.1450;
adamax;kullback_leibler_divergence;tanh;relu;192;70;0.1300;
adamax;kullback_leibler_divergence;sigmoid;elu;192;70;0.1250;
sgd;MSLE;sigmoid;elu;192;70;0.1200;
adamax;kullback_leibler_divergence;tanh;selu;192;70;0.1150;
sgd;squared_hinge;relu;elu;192;70;0.1150;
sgd;squared_hinge;relu;selu;192;70;0.1050;
sgd;squared_hinge;tanh;selu;192;70;0.0900;
adamax;kullback_leibler_divergence;elu;selu;192;70;0.0900;
sgd;squared_hinge;elu;selu;192;70;0.0800;
sgd;hinge;relu;relu;192;70;0.0750;
adamax;kullback_leibler_divergence;relu;elu;192;70;0.0750;
adamax;kullback_leibler_divergence;elu;elu;192;70;0.0700;
adamax;kullback_leibler_divergence;selu;elu;192;70;0.0650;
sgd;squared_hinge;elu;elu;192;70;0.0650;
sgd;binary_crossentropy;elu;selu;192;70;0.0650;
sgd;squared_hinge;tanh;relu;192;70;0.0600;
sgd;squared_hinge;elu;relu;192;70;0.0550;
sgd;hinge;relu;selu;192;70;0.0550;
sgd;squared_hinge;selu;relu;192;70;0.0500;
sgd;hinge;relu;elu;192;70;0.0450;
adam;kullback_leibler_divergence;selu;relu;192;70;0.0450;
adam;kullback_leibler_divergence;hard_sigmoid;selu;192;70;0.0450;
sgd;squared_hinge;tanh;elu;192;70;0.0350;
sgd;kullback_leibler_divergence;relu;elu;192;70;0.0350;
adamax;squared_hinge;relu;selu;192;70;0.0350;
sgd;kullback_leibler_divergence;relu;relu;192;70;0.0300;
adamax;kullback_leibler_divergence;elu;relu;192;70;0.0300;
adam;kullback_leibler_divergence;tanh;elu;192;70;0.0300;
adamax;squared_hinge;relu;relu;192;70;0.0250;
sgd;hinge;elu;selu;192;70;0.0200;
sgd;hinge;selu;relu;192;70;0.0200;
sgd;hinge;tanh;relu;192;70;0.0200;
adam;squared_hinge;relu;elu;192;70;0.0200;
adam;kullback_leibler_divergence;relu;selu;192;70;0.0200;
adamax;squared_hinge;relu;elu;192;70;0.0150;
sgd;hinge;elu;elu;192;70;0.0150;
sgd;hinge;selu;selu;192;70;0.0150;
sgd;hinge;tanh;elu;192;70;0.0150;
sgd;kullback_leibler_divergence;selu;selu;192;70;0.0150;
sgd;kullback_leibler_divergence;tanh;selu;192;70;0.0150;
adam;kullback_leibler_divergence;elu;elu;192;70;0.0150;
adam;kullback_leibler_divergence;relu;elu;192;70;0.0150;
adamax;squared_hinge;tanh;relu;192;70;0.0150;
nadam;poisson;softmax;tanh;192;70;0.0150;
sgd;kullback_leibler_divergence;elu;elu;192;70;0.0100;
sgd;kullback_leibler_divergence;tanh;relu;192;70;0.0100;
adagrad;squared_hinge;elu;elu;192;70;0.0100;
adagrad;squared_hinge;elu;selu;192;70;0.0100;
adagrad;kullback_leibler_divergence;elu;elu;192;70;0.0100;
adam;squared_hinge;tanh;elu;192;70;0.0100;
adam;squared_hinge;tanh;selu;192;70;0.0100;
adam;kullback_leibler_divergence;tanh;relu;192;70;0.0100;
adamax;squared_hinge;elu;selu;192;70;0.0100;
adamax;squared_hinge;elu;relu;192;70;0.0100;
adamax;squared_hinge;tanh;elu;192;70;0.0100;
adamax;squared_hinge;tanh;selu;192;70;0.0100;
sgd;hinge;elu;relu;192;70;0.0100;
sgd;binary_crossentropy;tanh;elu;192;70;0.0100;
sgd;MSLE;hard_sigmoid;selu;192;70;0.0050;
sgd;squared_hinge;selu;elu;192;70;0.0050;
sgd;squared_hinge;selu;selu;192;70;0.0050;
sgd;hinge;selu;elu;192;70;0.0050;
sgd;kullback_leibler_divergence;elu;selu;192;70;0.0050;
adagrad;squared_hinge;elu;relu;192;70;0.0050;
adagrad;squared_hinge;tanh;selu;192;70;0.0050;
adagrad;kullback_leibler_divergence;selu;relu;192;70;0.0050;
adadelta;squared_hinge;relu;selu;192;70;0.0050;
adam;squared_hinge;elu;elu;192;70;0.0050;
adam;hinge;selu;selu;192;70;0.0050;
adam;hinge;tanh;selu;192;70;0.0050;
adamax;squared_hinge;elu;elu;192;70;0.0050;
adamax;squared_hinge;selu;selu;192;70;0.0050;
adamax;hinge;selu;relu;192;70;0.0050;
adamax;hinge;relu;selu;192;70;0.0050;
adamax;hinge;tanh;selu;192;70;0.0050;
adamax;kullback_leibler_divergence;selu;relu;192;70;0.0050;
adamax;kullback_leibler_divergence;tanh;elu;192;70;0.0050;
adamax;poisson;sigmoid;selu;192;70;0.0050;
nadam;squared_hinge;tanh;elu;192;70;0.0050;
nadam;kullback_leibler_divergence;relu;elu;192;70;0.0050;
nadam;kullback_leibler_divergence;relu;relu;192;70;0.0050;
nadam;kullback_leibler_divergence;tanh;relu;192;70;0.0050;
